Name: hannover

//Variables: name of variable followed by names of states

back_pain: no yes 
neck_pain: no yes 
joint_pain: no yes 
swelling: no yes 
stiffness: no yes 

//Records: Numbers in the last column are frequencies.

0 0 0 0 0   3634.0
0 1 1 0 1   42.0
0 0 0 1 0   87.0
1 1 1 1 1   176.0
0 0 1 0 1   89.0
1 0 1 0 0   255.0
1 1 1 0 0   229.0
1 1 0 0 0   306.0
1 0 0 0 0   489.0
0 0 1 0 0   440.0
0 0 1 1 0   106.0
1 0 1 0 1   116.0
1 1 1 0 1   162.0
0 1 1 0 0   137.0
0 1 0 0 0   295.0
1 1 1 1 0   44.0
0 1 1 1 0   35.0
0 0 0 0 1   73.0
1 1 0 1 0   16.0
1 1 0 0 1   48.0
0 1 0 0 1   25.0
0 0 1 1 1   75.0
1 0 0 1 0   23.0
1 0 1 1 0   71.0
1 0 0 0 1   37.0
0 1 1 1 1   39.0
1 0 1 1 1   65.0
0 1 0 1 0   15.0
1 0 0 1 1   7.0
1 1 0 1 1   11.0
0 0 0 1 1   10.0
0 1 0 1 1   5.0
